series,kind,form,a,a_ci95,m,C,t0_s,r2,n_pts,t_lo_s,t_hi_s,rn_lo,rn_hi,R0_m,eps_m,rn_floor,rmin_used
model fine eps0.24um (tangent),model,d_free,0.2822919767784622,0.0006261781506476658,3.5424315328125053,7.346294001600178e-07,5763.287056619402,0.9999995035390746,15,69601.8,283063.0,0.20166391930835736,0.2945930259365994,8.675e-05,2.4002e-07,0.18221310005829172,0.197
model fine eps0.24um (tangent),model,d_fixed,0.2705937191193242,0.0011676800591787538,3.695577278196277,8.544006186045546e-07,0.0,0.9999369890326079,15,69601.8,283063.0,0.20166391930835736,0.2945930259365994,8.675e-05,2.4002e-07,0.18221310005829172,0.197
model coarse eps0.87um (tangent),model,d_free,0.2330554260808169,0.003693482542368629,4.290824791409186,1.4216615424605853e-06,9237.449543632605,0.9999265499778459,22,34310.4,283262.0,0.19711175792507207,0.3085841498559078,8.675e-05,8.675e-07,0.34641016151377546,0.197
model coarse eps0.87um (tangent),model,d_fixed,0.21126655489487758,0.0024984743163307213,4.7333568746722925,1.872120267303045e-06,0.0,0.9992724044651293,22,34310.4,283262.0,0.19711175792507207,0.3085841498559078,8.675e-05,8.675e-07,0.34641016151377546,0.197
model coarse eps0.87um (tangent),model,kucz,0.7490162818658506,0.4627945801533044,1.3350844623950389,3.070725178891399e-06,0.0,0.9646998587710797,22,34310.4,283262.0,0.19711175792507207,0.3085841498559078,8.675e-05,8.675e-07,0.34641016151377546,0.197
Molaro 2019 (-20C),data,d_fixed,0.17739692244557498,0.13761269272657017,5.637076372093197,6.947276752469506e-06,0.0,0.8645705489209369,3,300.0,1080.0,0.21770106787047555,0.27441114152457147,8.534638888888888e-05,nan,nan,0.197
