# 2D packing, generated 2026-09-16T18:50:13.327196+00:00
# generator = preprocess/generate_packing_gravity.py
# periodic axes = xy
# porosity_achieved = 0.325061  (target 0.325000)
# 272 distinct grains; 294 rows including 22 periodic edge images.
# Centres span [-R, L+R]: a grain need only be PARTLY inside.
# Do NOT drop the out-of-box rows -- they carry the conduction
# paths that cross the domain edge, and k_eff depends on them.
# header row is 'Lx Ly'; grain rows are 'x y r', all in metres
1.000000000000e-04 1.000000000000e-04
2.930238838665e-05 3.250969766101e-06 2.897486083301e-06
7.054582651587e-05 7.626710829623e-07 1.953282698538e-06
7.054582651587e-05 1.007626710830e-04 1.953282698538e-06
6.396147566917e-05 9.310438625604e-07 1.416318303042e-06
6.396147566917e-05 1.009310438626e-04 1.416318303042e-06
3.399727753301e-05 5.502891986044e-06 2.309541646727e-06
7.283106250539e-05 1.762577636710e-06 5.364454382372e-07
6.697703616274e-05 3.481668233362e-06 2.533276721592e-06
8.565095814385e-05 3.449994342776e-06 4.455279577666e-06
8.565095814385e-05 1.034499943428e-04 4.455279577666e-06
7.136983351397e-05 4.619699951040e-06 1.990785345614e-06
9.311518658004e-05 4.372149118160e-06 2.954471801155e-06
6.193511854450e-05 4.252044358373e-06 2.474077710823e-06
1.923882669577e-05 4.367994547133e-06 3.115386174026e-06
7.380603998276e-05 2.933150149092e-06 9.722543419569e-07
8.997854439002e-05 7.338083138306e-06 1.362390530995e-06
8.039800715964e-05 3.402985338351e-06 7.978833223252e-07
7.901247164300e-05 2.712940084395e-06 7.499775860321e-07
7.866931517711e-06 2.921752474782e-06 4.887157506872e-06
7.866931517711e-06 1.029217524748e-04 4.887157506872e-06
2.462370299998e-05 6.425604243353e-06 2.634139873582e-06
1.402810354000e-05 9.945677939920e-06 4.456092243794e-06
-1.848170888510e-07 8.659767073776e-06 5.000000000000e-06
9.981518291115e-05 8.659767073776e-06 5.000000000000e-06
2.155895622128e-05 1.140975604206e-05 3.215788713529e-06
6.866356961319e-05 8.361557642489e-06 2.627161592350e-06
6.466790834701e-05 9.306464755777e-06 1.478710047744e-06
5.512240637225e-05 4.974545829340e-06 4.376839561083e-06
6.648261511082e-05 1.202623302705e-05 1.637394036647e-06
6.072648138354e-05 9.093377752668e-06 2.468474243390e-06
4.718415624214e-05 2.701039638770e-07 1.181449680610e-06
4.718415624214e-05 1.002701039639e-04 1.181449680610e-06
4.877239202797e-05 3.256913352223e-06 2.201378192943e-06
7.651025230767e-05 6.138464011628e-06 3.221411963812e-06
6.628893848882e-06 9.654880135720e-06 1.882711283275e-06
1.771393535795e-05 1.518948490822e-05 1.953501081243e-06
9.151134852014e-05 1.042859525112e-05 2.087361156800e-06
3.847039933803e-05 7.182429760627e-06 2.468498309034e-06
4.765388742720e-05 1.007560803575e-05 4.667474396537e-06
5.337710671665e-05 9.843805044564e-06 7.957571823898e-07
5.679306203533e-05 1.079081328886e-05 1.627402888047e-06
9.419896998196e-05 9.667587637767e-06 7.059417777586e-07
7.355856606397e-05 1.246671205875e-05 3.761366744842e-06
8.101254213629e-05 6.945182328139e-06 1.352583500281e-06
5.376121982647e-05 1.356823789542e-05 2.254523589265e-06
2.967974914420e-05 1.265531213354e-05 5.000000000000e-06
3.765875230131e-05 1.470575412762e-05 3.238278985374e-06
6.028524623609e-05 1.674080640379e-05 5.000000000000e-06
4.427576240889e-05 1.846795798717e-05 4.373510292754e-06
6.843097844429e-05 1.510259295330e-05 2.004050487185e-06
1.184642852474e-05 1.881968274324e-05 4.682182905011e-06
3.812282119215e-05 1.984307776819e-05 1.894052131593e-06
3.331579220445e-05 1.956867237368e-05 2.811232982673e-06
9.433480403776e-05 1.245655911749e-05 1.385410234212e-06
2.139410427291e-05 2.108927502697e-05 5.000000000000e-06
3.625906715271e-05 2.294899481573e-05 1.670892377471e-06
5.080234351369e-05 1.521506941923e-05 1.131772800194e-06
1.458682547543e-05 2.639756589397e-05 3.376002267085e-06
6.734033913240e-05 1.958113637664e-05 2.605380490658e-06
4.968985329135e-06 1.392056080912e-05 2.364621944656e-06
5.343325928274e-05 1.778766591824e-05 1.931496272919e-06
4.834498380435e-06 1.861596581138e-05 2.332709309117e-06
1.956412018627e-05 2.757467724921e-05 1.738592468890e-06
9.661081616079e-05 1.478045373789e-05 1.867391233898e-06
8.889189149826e-07 1.537484317850e-05 1.800385046137e-06
1.008889189150e-04 1.537484317850e-05 1.800385046137e-06
4.067615734459e-05 2.526062523433e-05 3.313980091499e-06
2.582825861971e-05 3.005845900951e-05 5.000000000000e-06
3.484853397910e-05 2.856694466967e-05 3.386240145074e-06
7.237213633602e-05 1.941251908602e-05 2.359941053236e-06
4.095798984959e-05 3.236181440769e-05 3.792089967507e-06
5.053696905808e-05 2.101021649996e-05 2.384153363386e-06
5.468398421092e-05 2.214437053439e-05 1.915164688719e-06
4.803364927943e-05 3.266956829046e-05 3.290259135684e-06
5.975293334354e-05 2.684811231090e-05 5.000000000000e-06
-1.879215134732e-06 2.158633325175e-05 5.000000000000e-06
9.812078486527e-05 2.158633325175e-05 5.000000000000e-06
7.916177425620e-05 1.202732166847e-05 1.821656873018e-06
5.462381088589e-05 3.322721342074e-05 3.185403546441e-06
8.675684873431e-05 1.048639171724e-05 2.667499736362e-06
6.162631238448e-05 3.736638758942e-05 4.948733138272e-06
7.031612258994e-05 2.516554812356e-05 3.722411153035e-06
6.793979876219e-05 3.736638758942e-05 1.364753239430e-06
7.794511624555e-05 1.482043048052e-05 1.216767559316e-06
6.138251469514e-06 2.495076159909e-05 3.694780433046e-06
8.310114893525e-05 1.483628184906e-05 3.014558207601e-06
6.796757056678e-05 4.132208038680e-05 2.525158809153e-06
3.545213675171e-05 3.389317178729e-05 1.922756816044e-06
9.724887193410e-06 3.086933487716e-05 3.225732956661e-06
8.988997447824e-05 1.531138567184e-05 3.057595889250e-06
1.634759674944e-05 3.343206395903e-05 3.875526239316e-06
8.627036140819e-05 1.801760354940e-05 1.461832305890e-06
3.184931522403e-05 3.292185278193e-05 1.667245167466e-06
6.420850655814e-05 4.427156386164e-05 2.252917685569e-06
5.102011818122e-05 3.704532458875e-05 2.007498850804e-06
7.249989550223e-05 4.132208038680e-05 2.007166126292e-06
7.906908246877e-05 1.788328970810e-05 2.039336855675e-06
4.447711117075e-05 3.915996971529e-05 3.862916920757e-06
2.971066800140e-05 3.441003475347e-05 8.317510028391e-07
2.171545744316e-05 3.599119040136e-05 2.071159863299e-06
1.820721879175e-05 3.992456985394e-05 2.878062438120e-06
9.368337968846e-05 1.647968275907e-05 9.116411739286e-07
1.106098287659e-05 3.610998952428e-05 2.048615445895e-06
3.942214458564e-05 3.915996971529e-05 1.192049664361e-06
7.747541710206e-05 4.281256187102e-05 3.186806365479e-06
6.076039698543e-05 4.596146415926e-05 1.587027782009e-06
3.266190084949e-05 3.615093427592e-05 1.662509268164e-06
5.468445422229e-05 3.992171667725e-05 2.448502932798e-06
5.080769189372e-05 4.060323375239e-05 1.487707386271e-06
3.811681645902e-05 4.533232319870e-05 5.000000000000e-06
2.296478064865e-05 4.209558317161e-05 2.351442433847e-06
8.322326970708e-05 2.001181682728e-05 2.162419564970e-06
2.673015726625e-05 4.356735623154e-05 1.691352083309e-06
