0.002 0.002 0.000193359375
0.00013671875 0.000283203125 1.46484375e-05 2.9296875e-05
0.0009921875 0.00026953125 6.8359375e-06 1.3671875e-05
0.00188671875 0.00056640625 1.85546875e-05 3.7109375e-05
2.5390625000000002e-05 0.0003671875 1.171875e-05 2.34375e-05
0.00029296875 0.0008125000000000001 2.05078125e-05 4.1015625e-05
0.001171875 0.0013359375 2.24609375e-05 4.4921875e-05
8.984375e-05 0.001771484375 2.44140625e-05 4.8828125e-05
0.00158203125 0.0013554687500000001 8.789062500000001e-06 1.7578125000000002e-05
0.0017890625 0.00121484375 1.66015625e-05 3.3203125e-05
0.001501953125 0.001935546875 4.39453125e-05 8.7890625e-05
0.00082421875 0.0005390625 2.734375e-05 5.46875e-05
0.00081640625 0.0013730468750000001 3.61328125e-05 7.2265625e-05
0.001171875 0.001490234375 1.5625e-05 3.125e-05
0.000423828125 0.000771484375 3.61328125e-05 7.2265625e-05
0.00147265625 0.00027929687500000003 2.34375e-05 4.6875e-05
0.00131640625 6.640625e-05 2.734375e-05 5.46875e-05
0.000455078125 0.001412109375 2.63671875e-05 5.2734375e-05
9.1796875e-05 0.00198046875 2.9296875e-05 5.859375e-05
0.0015996093750000001 0.001041015625 1.66015625e-05 3.3203125e-05
0.0005566406250000001 0.001404296875 7.8125e-06 1.5625e-05
4.8828125e-05 0.00019921875000000001 2.9296875e-05 5.859375e-05
0.0018339843750000001 0.00128125 1.85546875e-05 3.7109375e-05
0.000244140625 0.00178125 1.7578125000000002e-05 3.5156250000000004e-05
0.00052734375 0.000904296875 1.07421875e-05 2.1484375e-05
0.00063671875 0.0019550781250000002 1.171875e-05 2.34375e-05
0.001814453125 0.00062109375 1.7578125000000002e-05 3.5156250000000004e-05
0.001396484375 0.00100390625 2.1484375e-05 4.296875e-05
0.001138671875 2.9296875e-05 4.00390625e-05 8.0078125e-05
0.0009316406250000001 0.00027539062500000003 2.24609375e-05 4.4921875e-05
0.001421875 0.001126953125 1.66015625e-05 3.3203125e-05
0.0016191406250000001 0.0019824218750000002 1.7578125000000002e-05 3.5156250000000004e-05
0.001541015625 0.000845703125 7.8125e-06 1.5625e-05
0.0008671875 1.171875e-05 3.125e-05 6.25e-05
0.0008007812500000001 0.000236328125 8.789062500000001e-06 1.7578125000000002e-05
0.001498046875 0.0013046875 1.171875e-05 2.34375e-05
0.000220703125 0.001712890625 1.7578125000000002e-05 3.5156250000000004e-05
0.001087890625 0.001775390625 1.3671875e-05 2.734375e-05
0.00090625 0.00011328125 1.7578125000000002e-05 3.5156250000000004e-05
0.0005859375 0.00053125 1.46484375e-05 2.9296875e-05
0.001298828125 0.001181640625 1.5625e-05 3.125e-05
0.000896484375 0.00072265625 1.953125e-05 3.90625e-05
0.000603515625 0.000130859375 2.5390625000000002e-05 5.0781250000000004e-05
0.00098046875 0.00099609375 1.171875e-05 2.34375e-05
0.001208984375 0.001830078125 1.2695312500000001e-05 2.5390625000000002e-05
5.46875e-05 0.00104296875 3.3203125e-05 6.640625e-05
0.00075 0.0019980468750000003 1.5625e-05 3.125e-05
0.0016484375 0.000654296875 1.46484375e-05 2.9296875e-05
3.3203125e-05 0.0011953125 1.953125e-05 3.90625e-05
0.00128125 0.0014296875 2.44140625e-05 4.8828125e-05
0.001578125 0.00148046875 3.41796875e-05 6.8359375e-05
0.00056640625 0.0007890625 2.1484375e-05 4.296875e-05
0.0018730468750000001 0.0015937500000000001 1.66015625e-05 3.3203125e-05
0.00073046875 0.000376953125 1.07421875e-05 2.1484375e-05
0.001037109375 0.00059375 2.63671875e-05 5.2734375e-05
0.00033984375000000003 0.00065234375 3.22265625e-05 6.4453125e-05
0.001193359375 0.0019667968750000002 1.3671875e-05 2.734375e-05
7.421875e-05 0.00048828125 4.296875e-05 8.59375e-05
3.3203125e-05 0.000291015625 1.5625e-05 3.125e-05
0.000537109375 0.001482421875 1.953125e-05 3.90625e-05
0.00125390625 0.000888671875 2.34375e-05 4.6875e-05
0.0015859375 0.001251953125 2.83203125e-05 5.6640625e-05
0.00199609375 0.000517578125 2.63671875e-05 5.2734375e-05
0.000734375 0.0006777343750000001 2.05078125e-05 4.1015625e-05
0.0019980468750000003 0.0016796875 3.22265625e-05 6.4453125e-05
