step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,7.448970887718e-01,-2.968863670830e-02,-2.968863670941e-02,7.713424960878e-01,6.740575779564e-01,7.581197924298e-01,74,2,4.931
