step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,5.148058542672e-01,2.173290505830e-02,2.173290505921e-02,5.189430183687e-01,6.010474644240e-01,5.168744363179e-01,90,2,5.467
