step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,8.806254690376e-01,5.332950336464e-03,5.332950336461e-03,9.095707159942e-01,7.520898059472e-01,8.950980925159e-01,84,2,21.242
