step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,5.299489748063e-01,-2.709059933704e-02,-2.709059933674e-02,5.653784750087e-01,6.753162151061e-01,5.476637249075e-01,106,2,23.992
