time_s,x,y,kappa_1_per_m,d0_kappa,supersaturation,residual,v_n_m_per_s
973536,9.87884e-05,8.41873e-05,-4935.93,-5.01784e-06,-4.6633e-06,3.54546e-07,4.9218e-13
973536,0.000198485,7.62121e-05,3281.37,3.33582e-06,2.97364e-06,-3.62183e-07,-5.02781e-13
973536,0.000198489,7.62566e-05,3281.48,3.33593e-06,2.97363e-06,-3.62303e-07,-5.02948e-13
973536,9.88114e-05,8.44867e-05,-4935.95,-5.01786e-06,-4.66328e-06,3.54573e-07,4.92218e-13
973536,0.000198525,7.6706e-05,3282.52,3.33699e-06,2.97354e-06,-3.63455e-07,-5.04548e-13
973536,9.88341e-05,8.47862e-05,-4935.87,-5.01778e-06,-4.66327e-06,3.54513e-07,4.92134e-13
973536,0.000198561,7.71556e-05,3283.4,3.33789e-06,2.97346e-06,-3.64434e-07,-5.05907e-13
973536,9.88563e-05,8.50858e-05,-4935.72,-5.01763e-06,-4.66326e-06,3.54369e-07,4.91935e-13
973536,0.000198595,7.76054e-05,3284.15,3.33864e-06,2.97339e-06,-3.65253e-07,-5.07043e-13
973536,9.88782e-05,8.53855e-05,-4935.49,-5.0174e-06,-4.66325e-06,3.54146e-07,4.91625e-13
973536,0.000198629,7.80553e-05,3284.75,3.33926e-06,2.97334e-06,-3.65921e-07,-5.07971e-13
973536,9.88996e-05,8.56853e-05,-4935.19,-5.01709e-06,-4.66324e-06,3.53848e-07,4.91212e-13
973536,0.000198661,7.85055e-05,3285.23,3.33975e-06,2.9733e-06,-3.6645e-07,-5.08706e-13
973536,9.89208e-05,8.59851e-05,-4934.83,-5.01672e-06,-4.66324e-06,3.53479e-07,4.907e-13
973536,0.000198693,7.89557e-05,3285.59,3.34011e-06,2.97326e-06,-3.66851e-07,-5.09262e-13
973536,9.89415e-05,8.62851e-05,-4934.4,-5.01628e-06,-4.66324e-06,3.53044e-07,4.90095e-13
973536,0.000198723,7.94062e-05,3285.83,3.34036e-06,2.97323e-06,-3.67132e-07,-5.09652e-13
973536,9.8962e-05,8.65851e-05,-4933.91,-5.01579e-06,-4.66324e-06,3.52546e-07,4.89403e-13
973536,0.000198754,7.98568e-05,3285.97,3.3405e-06,2.9732e-06,-3.67303e-07,-5.0989e-13
973536,9.8982e-05,8.68853e-05,-4933.37,-5.01523e-06,-4.66325e-06,3.51988e-07,4.8863e-13
973536,0.000198783,8.03075e-05,3286.02,3.34055e-06,2.97317e-06,-3.67372e-07,-5.09986e-13
973536,9.90018e-05,8.71855e-05,-4932.77,-5.01463e-06,-4.66326e-06,3.51377e-07,4.8778e-13
973536,0.000198812,8.07583e-05,3285.97,3.3405e-06,2.97315e-06,-3.67348e-07,-5.09952e-13
973536,9.90212e-05,8.74858e-05,-4932.14,-5.01398e-06,-4.66327e-06,3.50714e-07,4.8686e-13
973536,0.00019884,8.12093e-05,3285.83,3.34036e-06,2.97312e-06,-3.67238e-07,-5.09799e-13
973536,9.90403e-05,8.77862e-05,-4931.45,-5.01329e-06,-4.66329e-06,3.50004e-07,4.85875e-13
973536,0.000198867,8.16604e-05,3285.62,3.34014e-06,2.97309e-06,-3.67049e-07,-5.09537e-13
973536,9.9059e-05,8.80866e-05,-4930.74,-5.01256e-06,-4.66331e-06,3.4925e-07,4.84829e-13
973536,0.000198894,8.21116e-05,3285.33,3.33985e-06,2.97306e-06,-3.66788e-07,-5.09175e-13
973536,9.90774e-05,8.83872e-05,-4929.98,-5.01179e-06,-4.66333e-06,3.48458e-07,4.83728e-13
973536,0.00019892,8.2563e-05,3284.98,3.33949e-06,2.97303e-06,-3.66462e-07,-5.08722e-13
973536,9.90909e-05,8.86121e-05,-4929.4,-5.0112e-06,-4.66336e-06,3.47847e-07,4.8288e-13
973536,9.90955e-05,8.86878e-05,-4929.61,-5.01142e-06,-4.66336e-06,3.48054e-07,4.83168e-13
973536,0.000198946,8.30144e-05,3284.56,3.33907e-06,2.97299e-06,-3.66077e-07,-5.08187e-13
973536,9.9113e-05,8.89884e-05,-4930.41,-5.01223e-06,-4.66339e-06,3.48844e-07,4.84264e-13
973536,0.000198971,8.3466e-05,3284.09,3.33858e-06,2.97295e-06,-3.65637e-07,-5.07577e-13
973536,9.91299e-05,8.92892e-05,-4931.15,-5.01298e-06,-4.66341e-06,3.49573e-07,4.85277e-13
973536,0.000198996,8.39176e-05,3283.56,3.33805e-06,2.9729e-06,-3.6515e-07,-5.06901e-13
973536,9.91463e-05,8.95901e-05,-4931.83,-5.01367e-06,-4.66343e-06,3.50245e-07,4.8621e-13
973536,0.000199021,8.43694e-05,3282.99,3.33747e-06,2.97285e-06,-3.6462e-07,-5.06165e-13
973536,9.91621e-05,8.9891e-05,-4932.45,-5.0143e-06,-4.66344e-06,3.50862e-07,4.87067e-13
973536,0.000199044,8.48212e-05,3282.37,3.33684e-06,2.97279e-06,-3.64052e-07,-5.05377e-13
973536,9.91774e-05,9.0192e-05,-4933.02,-5.01488e-06,-4.66345e-06,3.51428e-07,4.87852e-13
973536,0.000199068,8.52732e-05,3281.72,3.33618e-06,2.97273e-06,-3.63451e-07,-5.04543e-13
973536,9.91921e-05,9.04931e-05,-4933.53,-5.0154e-06,-4.66346e-06,3.51945e-07,4.8857e-13
973536,0.00019909,8.57252e-05,3281.03,3.33548e-06,2.97266e-06,-3.62822e-07,-5.03669e-13
973536,9.92064e-05,9.07943e-05,-4934,-5.01588e-06,-4.66346e-06,3.52416e-07,4.89224e-13
973536,0.000199091,8.57354e-05,3281.02,3.33547e-06,2.97266e-06,-3.62808e-07,-5.03649e-13
973536,0.000199112,8.61774e-05,3281.63,3.33609e-06,2.9726e-06,-3.63497e-07,-5.04606e-13
973536,9.92201e-05,9.10955e-05,-4934.42,-5.01631e-06,-4.66346e-06,3.52844e-07,4.89818e-13
973536,0.000199134,8.66296e-05,3282.2,3.33667e-06,2.97254e-06,-3.64128e-07,-5.05482e-13
973536,9.92333e-05,9.13967e-05,-4934.81,-5.0167e-06,-4.66347e-06,3.53232e-07,4.90356e-13
973536,0.000199154,8.7082e-05,3282.7,3.33718e-06,2.97249e-06,-3.64691e-07,-5.06263e-13
973536,9.9246e-05,9.16981e-05,-4935.15,-5.01705e-06,-4.66347e-06,3.53581e-07,4.90841e-13
973536,0.000199174,8.75344e-05,3283.15,3.33763e-06,2.97244e-06,-3.6519e-07,-5.06956e-13
973536,9.92583e-05,9.19995e-05,-4935.46,-5.01736e-06,-4.66346e-06,3.53895e-07,4.91276e-13
973536,0.000199192,8.7987e-05,3283.55,3.33804e-06,2.9724e-06,-3.65631e-07,-5.07568e-13
973536,9.927e-05,9.23009e-05,-4935.73,-5.01764e-06,-4.66346e-06,3.54176e-07,4.91666e-13
973536,0.00019921,8.84396e-05,3283.89,3.33839e-06,2.97237e-06,-3.66018e-07,-5.08106e-13
973536,9.92813e-05,9.26024e-05,-4935.97,-5.01788e-06,-4.66346e-06,3.54426e-07,4.92013e-13
973536,0.000199227,8.88923e-05,3284.2,3.3387e-06,2.97234e-06,-3.66356e-07,-5.08575e-13
973536,9.92921e-05,9.2904e-05,-4936.19,-5.0181e-06,-4.66346e-06,3.54647e-07,4.92321e-13
973536,0.000199244,8.93451e-05,3284.46,3.33896e-06,2.97231e-06,-3.6665e-07,-5.08983e-13
973536,9.93025e-05,9.32056e-05,-4936.38,-5.01829e-06,-4.66345e-06,3.54843e-07,4.92592e-13
973536,0.000199259,8.9798e-05,3284.68,3.33919e-06,2.97229e-06,-3.66902e-07,-5.09334e-13
973536,9.93123e-05,9.35072e-05,-4936.54,-5.01846e-06,-4.66345e-06,3.55014e-07,4.9283e-13
973536,0.000199274,9.02509e-05,3284.87,3.33938e-06,2.97227e-06,-3.67118e-07,-5.09633e-13
973536,9.93218e-05,9.38089e-05,-4936.68,-5.01861e-06,-4.66344e-06,3.55163e-07,4.93037e-13
973536,0.000199288,9.07039e-05,3285.03,3.33955e-06,2.97225e-06,-3.67301e-07,-5.09887e-13
973536,9.93307e-05,9.41107e-05,-4936.81,-5.01873e-06,-4.66344e-06,3.55292e-07,4.93216e-13
973536,0.000199302,9.1157e-05,3285.17,3.33968e-06,2.97223e-06,-3.67454e-07,-5.10099e-13
973536,9.93393e-05,9.44125e-05,-4936.91,-5.01884e-06,-4.66343e-06,3.55402e-07,4.93369e-13
973536,0.000199315,9.16101e-05,3285.27,3.33979e-06,2.97221e-06,-3.6758e-07,-5.10274e-13
973536,9.93473e-05,9.47143e-05,-4937,-5.01892e-06,-4.66343e-06,3.55497e-07,4.935e-13
973536,0.000199327,9.20633e-05,3285.36,3.33988e-06,2.9722e-06,-3.67682e-07,-5.10416e-13
973536,9.93549e-05,9.50161e-05,-4937.07,-5.019e-06,-4.66342e-06,3.55576e-07,4.9361e-13
973536,0.000199338,9.25165e-05,3285.43,3.33995e-06,2.97218e-06,-3.67764e-07,-5.1053e-13
973536,9.93621e-05,9.5318e-05,-4937.13,-5.01906e-06,-4.66342e-06,3.55642e-07,4.93702e-13
973536,0.000199349,9.29698e-05,3285.48,3.34e-06,2.97217e-06,-3.67828e-07,-5.10619e-13
973536,9.93688e-05,9.56199e-05,-4937.18,-5.01911e-06,-4.66342e-06,3.55696e-07,4.93777e-13
973536,0.000199359,9.34232e-05,3285.51,3.34004e-06,2.97216e-06,-3.67876e-07,-5.10685e-13
973536,9.93751e-05,9.59219e-05,-4937.22,-5.01915e-06,-4.66341e-06,3.55741e-07,4.93839e-13
973536,0.000199369,9.38766e-05,3285.54,3.34006e-06,2.97215e-06,-3.67911e-07,-5.10734e-13
973536,9.93809e-05,9.62238e-05,-4937.25,-5.01918e-06,-4.66341e-06,3.55776e-07,4.93888e-13
973536,0.000199377,9.433e-05,3285.55,3.34007e-06,2.97214e-06,-3.67935e-07,-5.10766e-13
973536,9.93863e-05,9.65258e-05,-4937.28,-5.01921e-06,-4.6634e-06,3.55804e-07,4.93926e-13
973536,0.000199385,9.47834e-05,3285.56,3.34008e-06,2.97213e-06,-3.67949e-07,-5.10786e-13
973536,9.93912e-05,9.68279e-05,-4937.29,-5.01923e-06,-4.6634e-06,3.55825e-07,4.93956e-13
973536,0.000199393,9.52369e-05,3285.55,3.34008e-06,2.97212e-06,-3.67956e-07,-5.10796e-13
973536,9.93956e-05,9.71299e-05,-4937.31,-5.01924e-06,-4.6634e-06,3.55841e-07,4.93978e-13
973536,0.000199399,9.56905e-05,3285.55,3.34007e-06,2.97211e-06,-3.67957e-07,-5.10798e-13
973536,9.93997e-05,9.7432e-05,-4937.32,-5.01925e-06,-4.6634e-06,3.55852e-07,4.93994e-13
973536,0.000199406,9.6144e-05,3285.54,3.34006e-06,2.97211e-06,-3.67954e-07,-5.10793e-13
973536,9.94033e-05,9.77341e-05,-4937.32,-5.01925e-06,-4.66339e-06,3.5586e-07,4.94005e-13
973536,0.000199411,9.65976e-05,3285.53,3.34005e-06,2.9721e-06,-3.67948e-07,-5.10785e-13
973536,9.94064e-05,9.80361e-05,-4937.32,-5.01926e-06,-4.66339e-06,3.55865e-07,4.94012e-13
973536,0.000199416,9.70512e-05,3285.51,3.34004e-06,2.9721e-06,-3.6794e-07,-5.10774e-13
973536,9.94091e-05,9.83383e-05,-4937.33,-5.01926e-06,-4.66339e-06,3.55869e-07,4.94016e-13
973536,0.00019942,9.75048e-05,3285.5,3.34002e-06,2.97209e-06,-3.67931e-07,-5.10762e-13
973536,9.94113e-05,9.86404e-05,-4937.33,-5.01926e-06,-4.66339e-06,3.5587e-07,4.94019e-13
973536,0.000199423,9.79585e-05,3285.49,3.34001e-06,2.97209e-06,-3.67923e-07,-5.1075e-13
973536,9.94131e-05,9.89425e-05,-4937.33,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199426,9.84121e-05,3285.48,3.34e-06,2.97208e-06,-3.67915e-07,-5.10739e-13
973536,9.94144e-05,9.92446e-05,-4937.33,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199428,9.88658e-05,3285.47,3.33999e-06,2.97208e-06,-3.67909e-07,-5.1073e-13
973536,9.94153e-05,9.95468e-05,-4937.32,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199429,9.93195e-05,3285.46,3.33998e-06,2.97208e-06,-3.67904e-07,-5.10724e-13
973536,9.94158e-05,9.98489e-05,-4937.32,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.00019943,9.97732e-05,3285.46,3.33998e-06,2.97208e-06,-3.67902e-07,-5.10721e-13
973536,9.94158e-05,0.000100151,-4937.32,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.00019943,0.000100227,3285.46,3.33998e-06,2.97208e-06,-3.67902e-07,-5.10721e-13
973536,9.94153e-05,0.000100453,-4937.32,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199429,0.000100681,3285.46,3.33998e-06,2.97208e-06,-3.67904e-07,-5.10724e-13
973536,9.94144e-05,0.000100755,-4937.33,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199428,0.000101134,3285.47,3.33999e-06,2.97208e-06,-3.67909e-07,-5.1073e-13
973536,9.94131e-05,0.000101057,-4937.33,-5.01926e-06,-4.66339e-06,3.55871e-07,4.9402e-13
973536,0.000199426,0.000101588,3285.48,3.34e-06,2.97208e-06,-3.67915e-07,-5.10739e-13
973536,9.94113e-05,0.00010136,-4937.33,-5.01926e-06,-4.66339e-06,3.5587e-07,4.94019e-13
973536,0.000199423,0.000102042,3285.49,3.34001e-06,2.97209e-06,-3.67923e-07,-5.1075e-13
973536,9.94091e-05,0.000101662,-4937.33,-5.01926e-06,-4.66339e-06,3.55869e-07,4.94016e-13
973536,0.00019942,0.000102495,3285.5,3.34002e-06,2.97209e-06,-3.67931e-07,-5.10762e-13
973536,9.94064e-05,0.000101964,-4937.32,-5.01926e-06,-4.66339e-06,3.55865e-07,4.94012e-13
973536,0.000199416,0.000102949,3285.51,3.34004e-06,2.9721e-06,-3.6794e-07,-5.10774e-13
973536,9.94033e-05,0.000102266,-4937.32,-5.01925e-06,-4.66339e-06,3.5586e-07,4.94005e-13
973536,0.000199411,0.000103402,3285.53,3.34005e-06,2.9721e-06,-3.67948e-07,-5.10785e-13
973536,9.93997e-05,0.000102568,-4937.32,-5.01925e-06,-4.6634e-06,3.55852e-07,4.93994e-13
973536,0.000199406,0.000103856,3285.54,3.34006e-06,2.97211e-06,-3.67954e-07,-5.10793e-13
973536,9.93956e-05,0.00010287,-4937.31,-5.01924e-06,-4.6634e-06,3.55841e-07,4.93978e-13
973536,0.000199399,0.00010431,3285.55,3.34007e-06,2.97211e-06,-3.67957e-07,-5.10798e-13
973536,9.93912e-05,0.000103172,-4937.29,-5.01923e-06,-4.6634e-06,3.55825e-07,4.93956e-13
973536,0.000199393,0.000104763,3285.55,3.34008e-06,2.97212e-06,-3.67956e-07,-5.10796e-13
973536,9.93863e-05,0.000103474,-4937.28,-5.01921e-06,-4.6634e-06,3.55804e-07,4.93926e-13
973536,0.000199385,0.000105217,3285.56,3.34008e-06,2.97213e-06,-3.67949e-07,-5.10786e-13
973536,9.93809e-05,0.000103776,-4937.25,-5.01918e-06,-4.66341e-06,3.55776e-07,4.93888e-13
973536,0.000199377,0.00010567,3285.55,3.34007e-06,2.97214e-06,-3.67935e-07,-5.10766e-13
973536,9.93751e-05,0.000104078,-4937.22,-5.01915e-06,-4.66341e-06,3.55741e-07,4.93839e-13
973536,0.000199369,0.000106123,3285.54,3.34006e-06,2.97215e-06,-3.67911e-07,-5.10734e-13
973536,9.93688e-05,0.00010438,-4937.18,-5.01911e-06,-4.66342e-06,3.55696e-07,4.93777e-13
973536,0.000199359,0.000106577,3285.51,3.34004e-06,2.97216e-06,-3.67876e-07,-5.10685e-13
973536,9.93621e-05,0.000104682,-4937.13,-5.01906e-06,-4.66342e-06,3.55642e-07,4.93702e-13
973536,0.000199349,0.00010703,3285.48,3.34e-06,2.97217e-06,-3.67828e-07,-5.10619e-13
973536,9.93549e-05,0.000104984,-4937.07,-5.019e-06,-4.66342e-06,3.55576e-07,4.9361e-13
973536,0.000199338,0.000107483,3285.43,3.33995e-06,2.97218e-06,-3.67764e-07,-5.1053e-13
973536,9.93473e-05,0.000105286,-4937,-5.01892e-06,-4.66343e-06,3.55497e-07,4.935e-13
973536,0.000199327,0.000107937,3285.36,3.33988e-06,2.9722e-06,-3.67683e-07,-5.10416e-13
973536,9.93393e-05,0.000105588,-4936.91,-5.01884e-06,-4.66343e-06,3.55402e-07,4.93369e-13
973536,0.000199315,0.00010839,3285.27,3.33979e-06,2.97221e-06,-3.6758e-07,-5.10274e-13
973536,9.93307e-05,0.000105889,-4936.81,-5.01873e-06,-4.66344e-06,3.55292e-07,4.93216e-13
973536,0.000199302,0.000108843,3285.17,3.33968e-06,2.97223e-06,-3.67454e-07,-5.10099e-13
973536,9.93218e-05,0.000106191,-4936.68,-5.01861e-06,-4.66344e-06,3.55163e-07,4.93037e-13
973536,0.000199288,0.000109296,3285.03,3.33955e-06,2.97225e-06,-3.67301e-07,-5.09887e-13
973536,9.93123e-05,0.000106493,-4936.54,-5.01846e-06,-4.66345e-06,3.55014e-07,4.9283e-13
973536,0.000199274,0.000109749,3284.87,3.33938e-06,2.97227e-06,-3.67118e-07,-5.09633e-13
973536,9.93025e-05,0.000106794,-4936.38,-5.01829e-06,-4.66345e-06,3.54843e-07,4.92592e-13
973536,0.000199259,0.000110202,3284.68,3.33919e-06,2.97229e-06,-3.66902e-07,-5.09334e-13
973536,9.92921e-05,0.000107096,-4936.19,-5.0181e-06,-4.66346e-06,3.54647e-07,4.92321e-13
973536,0.000199244,0.000110655,3284.46,3.33896e-06,2.97231e-06,-3.6665e-07,-5.08983e-13
973536,9.92813e-05,0.000107398,-4935.97,-5.01788e-06,-4.66346e-06,3.54426e-07,4.92013e-13
973536,0.000199227,0.000111108,3284.2,3.3387e-06,2.97234e-06,-3.66356e-07,-5.08575e-13
973536,9.927e-05,0.000107699,-4935.73,-5.01764e-06,-4.66346e-06,3.54176e-07,4.91666e-13
973536,0.00019921,0.00011156,3283.89,3.33839e-06,2.97237e-06,-3.66018e-07,-5.08106e-13
973536,9.92583e-05,0.000108001,-4935.46,-5.01736e-06,-4.66346e-06,3.53895e-07,4.91276e-13
973536,0.000199192,0.000112013,3283.55,3.33804e-06,2.9724e-06,-3.65631e-07,-5.07568e-13
973536,9.9246e-05,0.000108302,-4935.15,-5.01705e-06,-4.66347e-06,3.53581e-07,4.90841e-13
973536,0.000199174,0.000112466,3283.15,3.33763e-06,2.97244e-06,-3.6519e-07,-5.06956e-13
973536,9.92333e-05,0.000108603,-4934.81,-5.0167e-06,-4.66347e-06,3.53232e-07,4.90356e-13
973536,0.000199154,0.000112918,3282.7,3.33718e-06,2.97249e-06,-3.64691e-07,-5.06263e-13
973536,9.92201e-05,0.000108905,-4934.42,-5.01631e-06,-4.66346e-06,3.52844e-07,4.89818e-13
973536,0.000199134,0.00011337,3282.2,3.33667e-06,2.97254e-06,-3.64128e-07,-5.05482e-13
973536,9.92064e-05,0.000109206,-4934,-5.01588e-06,-4.66346e-06,3.52416e-07,4.89224e-13
973536,0.000199112,0.000113823,3281.63,3.33609e-06,2.9726e-06,-3.63497e-07,-5.04606e-13
973536,9.91921e-05,0.000109507,-4933.53,-5.0154e-06,-4.66346e-06,3.51945e-07,4.8857e-13
973536,0.000199091,0.000114265,3281.02,3.33547e-06,2.97266e-06,-3.62808e-07,-5.0365e-13
973536,0.00019909,0.000114275,3281.03,3.33548e-06,2.97266e-06,-3.62822e-07,-5.03669e-13
973536,9.91774e-05,0.000109808,-4933.02,-5.01488e-06,-4.66345e-06,3.51428e-07,4.87852e-13
973536,0.000199068,0.000114727,3281.72,3.33618e-06,2.97273e-06,-3.63451e-07,-5.04543e-13
973536,9.91621e-05,0.000110109,-4932.45,-5.0143e-06,-4.66344e-06,3.50862e-07,4.87067e-13
973536,0.000199044,0.000115179,3282.37,3.33684e-06,2.97279e-06,-3.64052e-07,-5.05377e-13
973536,9.91463e-05,0.00011041,-4931.83,-5.01367e-06,-4.66343e-06,3.50245e-07,4.8621e-13
973536,0.000199021,0.000115631,3282.99,3.33747e-06,2.97285e-06,-3.6462e-07,-5.06165e-13
973536,9.91299e-05,0.000110711,-4931.15,-5.01298e-06,-4.66341e-06,3.49573e-07,4.85277e-13
973536,0.000198996,0.000116082,3283.56,3.33805e-06,2.9729e-06,-3.6515e-07,-5.06901e-13
973536,9.9113e-05,0.000111012,-4930.41,-5.01223e-06,-4.66339e-06,3.48844e-07,4.84264e-13
973536,0.000198971,0.000116534,3284.09,3.33858e-06,2.97295e-06,-3.65637e-07,-5.07578e-13
973536,9.90955e-05,0.000111312,-4929.61,-5.01142e-06,-4.66336e-06,3.48054e-07,4.83168e-13
973536,0.000198946,0.000116986,3284.56,3.33907e-06,2.97299e-06,-3.66077e-07,-5.08187e-13
973536,9.90774e-05,0.000111613,-4929.98,-5.01179e-06,-4.66333e-06,3.48458e-07,4.83728e-13
973536,9.90909e-05,0.000111388,-4929.4,-5.0112e-06,-4.66336e-06,3.47847e-07,4.8288e-13
973536,0.00019892,0.000117437,3284.98,3.33949e-06,2.97303e-06,-3.66462e-07,-5.08722e-13
973536,9.9059e-05,0.000111913,-4930.74,-5.01256e-06,-4.66331e-06,3.4925e-07,4.84829e-13
973536,0.000198894,0.000117888,3285.33,3.33985e-06,2.97306e-06,-3.66788e-07,-5.09175e-13
973536,9.90403e-05,0.000112214,-4931.45,-5.01329e-06,-4.66329e-06,3.50004e-07,4.85875e-13
973536,0.000198867,0.00011834,3285.62,3.34014e-06,2.97309e-06,-3.67049e-07,-5.09537e-13
973536,9.90212e-05,0.000112514,-4932.14,-5.01398e-06,-4.66327e-06,3.50714e-07,4.8686e-13
973536,0.00019884,0.000118791,3285.83,3.34036e-06,2.97312e-06,-3.67238e-07,-5.09799e-13
973536,9.90018e-05,0.000112815,-4932.77,-5.01463e-06,-4.66326e-06,3.51377e-07,4.8778e-13
973536,0.000198812,0.000119242,3285.97,3.3405e-06,2.97315e-06,-3.67348e-07,-5.09952e-13
973536,9.8982e-05,0.000113115,-4933.37,-5.01523e-06,-4.66325e-06,3.51988e-07,4.8863e-13
973536,0.000198783,0.000119693,3286.02,3.34055e-06,2.97317e-06,-3.67372e-07,-5.09986e-13
973536,9.8962e-05,0.000113415,-4933.91,-5.01579e-06,-4.66324e-06,3.52546e-07,4.89403e-13
973536,0.000198754,0.000120143,3285.97,3.3405e-06,2.9732e-06,-3.67303e-07,-5.0989e-13
973536,9.89415e-05,0.000113715,-4934.4,-5.01628e-06,-4.66324e-06,3.53044e-07,4.90095e-13
973536,0.000198723,0.000120594,3285.83,3.34036e-06,2.97323e-06,-3.67132e-07,-5.09652e-13
973536,9.89208e-05,0.000114015,-4934.83,-5.01672e-06,-4.66324e-06,3.53479e-07,4.907e-13
973536,0.000198693,0.000121044,3285.59,3.34011e-06,2.97326e-06,-3.66851e-07,-5.09262e-13
973536,9.88996e-05,0.000114315,-4935.19,-5.01709e-06,-4.66324e-06,3.53848e-07,4.91212e-13
973536,0.000198661,0.000121495,3285.23,3.33975e-06,2.9733e-06,-3.66451e-07,-5.08706e-13
973536,9.88782e-05,0.000114615,-4935.49,-5.0174e-06,-4.66325e-06,3.54146e-07,4.91625e-13
973536,0.000198629,0.000121945,3284.75,3.33926e-06,2.97334e-06,-3.65921e-07,-5.07971e-13
973536,9.88563e-05,0.000114914,-4935.72,-5.01763e-06,-4.66326e-06,3.54369e-07,4.91935e-13
973536,0.000198595,0.000122395,3284.15,3.33864e-06,2.97339e-06,-3.65253e-07,-5.07043e-13
973536,9.88341e-05,0.000115214,-4935.87,-5.01778e-06,-4.66327e-06,3.54513e-07,4.92134e-13
973536,0.000198561,0.000122844,3283.4,3.33789e-06,2.97346e-06,-3.64434e-07,-5.05907e-13
973536,9.88114e-05,0.000115513,-4935.95,-5.01786e-06,-4.66328e-06,3.54573e-07,4.92218e-13
973536,0.000198525,0.000123294,3282.52,3.33699e-06,2.97354e-06,-3.63455e-07,-5.04548e-13
973536,9.87884e-05,0.000115813,-4935.93,-5.01784e-06,-4.6633e-06,3.54546e-07,4.9218e-13
973536,0.000198489,0.000123743,3281.48,3.33593e-06,2.97363e-06,-3.62303e-07,-5.02948e-13
973536,9.87649e-05,0.000116112,-4935.83,-5.01774e-06,-4.66331e-06,3.54426e-07,4.92013e-13
973536,0.000198485,0.000123788,3281.37,3.33582e-06,2.97364e-06,-3.62183e-07,-5.02782e-13
973536,0.000198451,0.000124193,3282.36,3.33683e-06,2.97373e-06,-3.63095e-07,-5.04049e-13
973536,9.87409e-05,0.000116411,-4935.63,-5.01754e-06,-4.66333e-06,3.54209e-07,4.91713e-13
973536,0.000198413,0.000124642,3283.35,3.33783e-06,2.97382e-06,-3.64015e-07,-5.05325e-13
973536,9.87165e-05,0.00011671,-4935.33,-5.01723e-06,-4.66334e-06,3.53891e-07,4.91272e-13
973536,0.000198376,0.000125091,3284.21,3.33871e-06,2.97389e-06,-3.6482e-07,-5.06443e-13
973536,9.86916e-05,0.000117009,-4934.93,-5.01682e-06,-4.66335e-06,3.53467e-07,4.90683e-13
973536,0.000198338,0.00012554,3284.94,3.33945e-06,2.97395e-06,-3.65503e-07,-5.07391e-13
973536,9.86661e-05,0.000117308,-4934.41,-5.01629e-06,-4.66336e-06,3.52933e-07,4.89941e-13
973536,0.000198299,0.000125988,3285.52,3.34005e-06,2.97399e-06,-3.66053e-07,-5.08154e-13
973536,9.86401e-05,0.000117607,-4933.77,-5.01564e-06,-4.66336e-06,3.52282e-07,4.89038e-13
973536,0.00019826,0.000126437,3285.96,3.34049e-06,2.97403e-06,-3.6646e-07,-5.08719e-13
973536,9.86135e-05,0.000117905,-4933.01,-5.01487e-06,-4.66336e-06,3.51511e-07,4.87967e-13
973536,0.000198221,0.000126885,3286.24,3.34077e-06,2.97406e-06,-3.66713e-07,-5.0907e-13
973536,9.85863e-05,0.000118204,-4932.12,-5.01397e-06,-4.66335e-06,3.50614e-07,4.86722e-13
973536,0.000198181,0.000127333,3286.35,3.34089e-06,2.97409e-06,-3.668e-07,-5.09191e-13
973536,9.85583e-05,0.000118502,-4931.09,-5.01292e-06,-4.66334e-06,3.49586e-07,4.85294e-13
973536,0.000198141,0.000127781,3286.29,3.34082e-06,2.97412e-06,-3.66707e-07,-5.09062e-13
973536,9.85297e-05,0.0001188,-4929.92,-5.01173e-06,-4.66331e-06,3.48421e-07,4.83678e-13
973536,0.0001981,0.000128229,3286.04,3.34057e-06,2.97415e-06,-3.6642e-07,-5.08664e-13
973536,9.85003e-05,0.000119098,-4928.6,-5.01039e-06,-4.66327e-06,3.47115e-07,4.81864e-13
973536,0.000198058,0.000128677,3285.59,3.34011e-06,2.97418e-06,-3.65925e-07,-5.07977e-13
973536,9.84702e-05,0.000119396,-4928.49,-5.01028e-06,-4.66323e-06,3.47051e-07,4.81776e-13
973536,9.84848e-05,0.000119251,-4927.87,-5.00965e-06,-4.66325e-06,3.46396e-07,4.80867e-13
973536,0.000198014,0.000129124,3284.93,3.33944e-06,2.97423e-06,-3.65206e-07,-5.06978e-13
973536,9.84399e-05,0.000119694,-4929.71,-5.01152e-06,-4.66318e-06,3.48336e-07,4.8356e-13
973536,0.00019797,0.000129571,3284.05,3.33854e-06,2.9743e-06,-3.64244e-07,-5.05643e-13
973536,9.84095e-05,0.000119991,-4930.81,-5.01264e-06,-4.66316e-06,3.49483e-07,4.85152e-13
973536,0.000197925,0.000130018,3282.93,3.33741e-06,2.97439e-06,-3.63021e-07,-5.03946e-13
