step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,1.159655288839e+00,4.051910669103e-03,4.051910668963e-03,1.185510255955e+00,7.493166593316e-01,1.172582772397e+00,56,2,4.279
