0.002 0.002 0.00022460937499999998
0.0015937500000000001 0.000998046875 2.05078125e-05 4.1015625e-05
0.001423828125 5.6640625e-05 4.4921875e-05 8.984375e-05
0.0008027343750000001 0.0018554687500000001 4.4921875e-05 8.984375e-05
0.001083984375 0.0002578125 4.4921875e-05 8.984375e-05
0.00195703125 0.0012421875 4.4921875e-05 8.984375e-05
0.000291015625 0.001021484375 4.4921875e-05 8.984375e-05
0.00198828125 0.000548828125 4.4921875e-05 8.984375e-05
0.0006953125 0.00157421875 4.4921875e-05 8.984375e-05
0.0009179687500000001 0.0010234375 4.4921875e-05 8.984375e-05
0.001677734375 0.00109765625 4.4921875e-05 8.984375e-05
0.00026953125 0.000408203125 4.4921875e-05 8.984375e-05
0.0019667968750000002 0.000705078125 3.41796875e-05 6.8359375e-05
0.00144140625 0.00046875 4.4921875e-05 8.984375e-05
0.001771484375 0.001734375 4.4921875e-05 8.984375e-05
2.734375e-05 0.000166015625 4.4921875e-05 8.984375e-05
0.00060546875 0.000859375 4.4921875e-05 8.984375e-05
0.00171484375 0.0013457031250000001 4.4921875e-05 8.984375e-05
0.001126953125 0.001802734375 4.4921875e-05 8.984375e-05
0.00122265625 6.4453125e-05 4.4921875e-05 8.984375e-05
0.0008828125 0.00069140625 4.4921875e-05 8.984375e-05
0.0006777343750000001 0.001810546875 2.1484375e-05 4.296875e-05
0.001490234375 0.0006777343750000001 4.4921875e-05 8.984375e-05
0.00061328125 0.000318359375 4.4921875e-05 8.984375e-05
0.000177734375 0.0009179687500000001 3.22265625e-05 6.4453125e-05
0.001712890625 0.000107421875 4.4921875e-05 8.984375e-05
0.0003828125 0.00169140625 4.4921875e-05 8.984375e-05
3.90625e-05 0.0006171875 4.4921875e-05 8.984375e-05
0.001548828125 0.00034375 3.7109375e-05 7.421875e-05
4.296875e-05 0.001677734375 4.4921875e-05 8.984375e-05
0.000853515625 0.00025390625 4.4921875e-05 8.984375e-05
0.00028125000000000003 0.0011953125 4.1992187500000003e-05 8.398437500000001e-05
