# periodic 2D packing, generated 2026-08-03T16:48:37.331182+00:00
# porosity_achieved = 0.367597  (target 0.325000)
# header row is 'Lx Ly'; grain rows are 'x y r', all in metres
1.000000000000e-03 1.000000000000e-03
8.951047448744e-04 3.339559692627e-04 1.048952551256e-04
7.808400410129e-04 5.427055486245e-04 1.330838336360e-04
7.618679218200e-04 7.805665382172e-04 1.041038255849e-04
5.991896421922e-04 7.327956365012e-05 4.599770804715e-05
3.050357977071e-04 8.612258045113e-04 1.387741954887e-04
2.202138658826e-04 5.355635349203e-04 1.103169374142e-04
9.325292906390e-04 8.127450886205e-04 6.747070936095e-05
4.487614411737e-04 1.386116171604e-04 1.180052645247e-04
1.058958839031e-04 7.190816584179e-04 1.058958839031e-04
6.365237485407e-04 2.547937934559e-04 1.022311508655e-04
7.337240002258e-04 8.951277089325e-05 8.951277089325e-05
5.675937703377e-04 8.840073671362e-04 1.159926328638e-04
8.956307526191e-04 9.358705010889e-04 6.106526086194e-05
8.134628876152e-05 9.186537112385e-04 8.134628876152e-05
5.593775151181e-04 4.789207571239e-04 6.934614306049e-05
4.045862635592e-04 3.715204148409e-04 1.190559192384e-04
9.001994345523e-05 9.001994345523e-05 9.001994345523e-05
5.870562262847e-04 6.218550174776e-04 7.624423533805e-05
9.074427179723e-04 6.880813416901e-04 5.969307128644e-05
4.651500161635e-04 7.156940086246e-04 7.760051514849e-05
2.267480207869e-04 2.642894724478e-04 8.860969502157e-05
8.878179948663e-04 1.523186714422e-04 7.688945441313e-05
