series,kind,form,a,a_ci95,m,C,t0_s,r2,n_pts,t_lo_s,t_hi_s,rn_lo,rn_hi,R0_m,eps_m,rn_floor,rmin_used
model eps0.35um (strict),model,d_free,0.12142262456414568,0.002052299315327433,8.235697454157034,7.978114016140281e-06,864.2247110950668,0.9997288309594737,68,499.831,7200.0,0.22010864553314122,0.27455452449567724,8.675e-05,3.479e-07,0.21937296022352762,0.21937296022352762
model eps0.35um (strict),model,d_fixed,0.08702208159237812,0.0020964470673278117,11.49133624134757,1.0896703104895945e-05,0.0,0.9901273955360573,68,499.831,7200.0,0.22010864553314122,0.27455452449567724,8.675e-05,3.479e-07,0.21937296022352762,0.21937296022352762
model eps0.35um (strict),model,kucz,0.1879948727624014,0.017054374098844992,5.31929400683101,0.0003189826864847233,0.0,0.9913727862298202,68,499.831,7200.0,0.22010864553314122,0.27455452449567724,8.675e-05,3.479e-07,0.21937296022352762,0.21937296022352762
Molaro 2019 data (-20C),data,d_free,0.2044426330734572,0.05283447416916733,4.891347685004112,5.76823771797862e-06,60.34815680745392,0.9861253799105083,8,120.0,4680.0,0.19684488375801878,0.37951224910251363,8.534638888888888e-05,nan,nan,0.0
Molaro 2019 data (-20C),data,d_fixed,0.18450982467102453,0.018977446359505722,5.419765596671993,6.769141139099359e-06,0.0,0.9837460594790253,8,120.0,4680.0,0.19684488375801878,0.37951224910251363,8.534638888888888e-05,nan,nan,0.0
Molaro 2019 data (-20C),data,kucz,0.2477819368338731,0.07527272408381755,4.035806696718398,0.002975178387025006,0.0,0.9742022086818832,8,120.0,4680.0,0.19684488375801878,0.37951224910251363,8.534638888888888e-05,nan,nan,0.0
