step,time,k_00,k_01,k_10,k_11,phi_bar,k_iso,ksp_its,ksp_reason,wall_s
0,0.000000000000e+00,3.679720073257e-01,1.861114318944e-02,1.861114318996e-02,3.751475585773e-01,6.015536130272e-01,3.715597829515e-01,138,2,28.422
